Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,929,0,5,7.041477483714278,1.0248750913888216,40.1550829410553,159.0,51.61976300982801,0.0,5,7,9,10,15,21,27,31,40,40,40
GET,/nonexistent.html,475,475,5,6.5946460784854075,0.9635421447455883,36.41291684471071,22.0,26.393312626123045,26.393312626123045,5,7,8,9,13,18,24,31,36,36,36
GET,/page2.html,492,0,5,7.203148810923614,0.964541919529438,47.65887511894107,159.0,27.337915393794816,0.0,5,7,9,10,16,20,26,32,48,48,48
,Aggregated,1896,475,5,6.9714866480092565,0.9635421447455883,47.65887511894107,124.67774261603375,105.35099102974587,26.393312626123045,5,7,8,10,15,20,26,32,40,48,48
